w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,Llt_uH
18.8,5.8,8.2,12.8,10.4,31.6,0.0,0.51,14.0,14.0,0.14,0.03,2.0,34.0,0.035,0.01,0.1,0.47,1.4,1.2,2.5,4.0,11.0,0.0,0.6,4.3,0.3,3.6,0.14,1.7,10.7556341163364
26.0,3.4,5.8,24.8,9.2,52.0,0.0,0.51,14.0,31.0,0.105,0.09,2.0,17.0,0.175,0.04,0.1,0.36,0.7,0.9,2.7,2.1,26.0,23.0,4.5,1.3,5.0,4.8,0.42,1.8,9.13423186397607
47.6,3.4,3.4,16.4,16.4,6.4,0.0,0.5,14.0,34.0,0.14,0.09,2.0,18.0,0.105,0.05,0.1,0.25,0.8,1.1,4.0,5.0,7.0,0.0,2.6,3.4,1.3,2.8,0.43,3.0,8.55242671467831
27.2,8.2,5.8,12.8,14.0,50.8,0.0,0.51,14.0,35.0,0.07,0.07,2.0,30.0,0.14,0.06,0.1,0.5,1.5,0.3,3.8,2.3,25.0,17.0,4.5,3.2,2.0,0.4,0.15,1.2,13.4042791272303
48.8,5.8,3.4,10.4,4.4,53.2,0.0,0.51,14.0,29.0,0.175,0.01,2.0,29.0,0.07,0.07,0.1,0.32,0.2,0.6,1.9,2.5,14.0,14.0,1.0,0.7,1.6,2.4,0.17,1.6,15.5661989480227
15.2,13.0,10.6,9.2,15.2,22.0,0.0,0.51,14.0,30.0,0.175,0.1,2.0,10.0,0.105,0.03,0.1,0.15,1.5,4.0,3.5,4.6,6.0,30.0,1.1,4.0,4.8,4.4,0.21,2.7,10.0341658079235
22.4,5.8,7.0,20.0,24.8,37.6,0.0,0.5,14.0,24.0,0.175,0.1,2.0,10.0,0.175,0.01,0.1,0.45,2.2,2.6,4.7,4.7,19.0,22.0,1.0,4.7,2.3,0.2,0.38,3.2,11.9515408941618
46.4,3.4,3.4,21.2,10.4,10.0,0.0,0.5,14.0,34.0,0.105,0.06,2.0,32.0,0.175,0.06,0.1,0.5,1.1,2.8,3.5,2.6,12.0,12.0,0.7,4.9,0.5,3.5,0.27,1.9,15.4591988957235
47.6,5.8,3.4,26.0,15.2,18.4,0.0,0.51,14.0,34.0,0.105,0.03,2.0,35.0,0.14,0.08,0.1,0.47,1.2,2.5,2.5,2.4,15.0,2.0,0.6,2.5,4.7,2.5,0.17,2.1,17.4693321652525
45.2,10.6,3.4,23.6,17.6,47.2,0.0,0.51,14.0,24.0,0.07,0.06,2.0,7.0,0.07,0.05,0.1,0.35,1.0,2.8,4.6,4.0,4.0,27.0,0.7,4.9,2.1,4.9,0.74,1.6,15.6227959678627
15.2,13.0,10.6,20.0,17.6,18.4,0.0,0.51,14.0,31.0,0.175,0.09,2.0,34.0,0.035,0.02,0.1,0.17,1.4,3.1,4.3,3.1,25.0,7.0,3.5,4.2,4.0,2.2,1.02,1.8,12.4647291441812
33.2,2.2,4.6,14.0,15.2,42.4,0.0,0.51,14.0,11.0,0.175,0.09,2.0,24.0,0.175,0.1,0.1,0.42,1.0,1.0,4.2,2.8,24.0,0.0,2.5,4.8,4.0,3.8,0.65,2.0,8.47857014982254
33.2,2.2,4.6,14.0,15.2,42.4,0.0,0.51,14.0,11.0,0.175,0.09,2.0,24.0,0.175,0.1,0.1,0.42,1.0,1.0,4.2,2.8,24.0,0.0,2.5,4.8,4.0,3.8,0.65,2.0,8.47857014982254
33.2,2.2,4.6,14.0,15.2,42.4,0.0,0.51,14.0,11.0,0.175,0.09,2.0,24.0,0.175,0.1,0.1,0.42,1.0,1.0,4.2,2.8,24.0,0.0,2.5,4.8,4.0,3.8,0.65,2.0,8.47857014982254
34.4,9.4,4.6,10.4,15.2,18.4,0.0,0.5,14.0,15.0,0.105,0.07,2.0,17.0,0.14,0.09,0.1,0.25,1.9,1.2,5.0,3.5,14.0,17.0,4.9,1.1,2.0,3.7,1.12,2.2,10.2600945339143
23.6,7.0,7.0,9.2,12.8,18.4,0.0,0.51,14.0,27.0,0.175,0.1,2.0,21.0,0.14,0.01,0.1,0.37,1.2,3.2,2.7,2.9,10.0,8.0,5.0,0.1,3.4,2.1,0.89,1.4,12.3096672524659
48.8,5.8,3.4,14.0,18.8,20.8,0.0,0.5,14.0,17.0,0.14,0.1,2.0,22.0,0.07,0.04,0.1,0.35,0.9,1.0,3.7,3.7,12.0,3.0,4.7,3.5,0.2,3.3,0.8,2.3,9.0212959882642
28.4,5.8,5.8,23.6,6.8,5.2,0.0,0.51,14.0,27.0,0.14,0.05,2.0,6.0,0.14,0.06,0.1,0.25,0.9,1.3,4.0,4.4,15.0,27.0,4.8,4.8,3.5,3.5,0.21,1.1,12.3660892018499
15.2,10.6,10.6,8.0,20.0,29.2,0.0,0.5,14.0,21.0,0.14,0.06,2.0,34.0,0.035,0.03,0.1,0.38,2.0,2.2,4.7,4.1,16.0,4.0,4.5,4.0,1.4,2.8,1.07,3.1,8.24382013565113
27.2,3.4,5.8,14.0,5.6,11.2,0.0,0.51,14.0,27.0,0.175,0.03,2.0,32.0,0.07,0.02,0.1,0.27,0.6,1.4,2.5,2.9,25.0,0.0,2.7,4.1,2.0,3.7,0.45,2.4,7.84770691004545
26.0,8.2,7.0,2.0,3.2,44.8,0.0,0.5,14.0,22.0,0.175,0.06,2.0,15.0,0.07,0.03,0.1,0.16,0.3,2.8,1.4,2.2,16.0,21.0,0.6,0.3,5.0,3.5,0.17,1.2,7.69591724352132
26.0,5.8,5.8,18.8,11.6,8.8,0.0,0.51,14.0,35.0,0.14,0.03,2.0,34.0,0.07,0.06,0.1,0.36,0.9,1.7,3.8,2.5,16.0,0.0,0.4,1.2,1.8,4.8,0.6,1.9,10.6167833819268
46.4,13.0,3.4,21.2,3.2,50.8,0.0,0.51,14.0,33.0,0.105,0.09,2.0,19.0,0.14,0.08,0.1,0.28,0.4,0.7,1.2,3.2,4.0,15.0,2.1,5.0,0.7,1.7,0.16,1.1,12.1446670872338
46.4,13.0,3.4,21.2,3.2,50.8,0.0,0.51,14.0,33.0,0.105,0.09,2.0,19.0,0.14,0.08,0.1,0.28,0.4,0.7,1.2,3.2,4.0,15.0,2.1,5.0,0.7,1.7,0.16,1.1,12.1446670872338
46.4,13.0,3.4,21.2,3.2,50.8,0.0,0.51,14.0,33.0,0.105,0.09,2.0,19.0,0.14,0.08,0.1,0.28,0.4,0.7,1.2,3.2,4.0,15.0,2.1,5.0,0.7,1.7,0.16,1.1,12.1446670872338
14.0,8.2,11.8,15.2,16.4,44.8,0.0,0.51,14.0,22.0,0.14,0.1,2.0,8.0,0.14,0.09,0.1,0.36,1.7,2.0,3.2,4.2,11.0,20.0,1.7,3.3,3.5,2.3,0.3,1.8,10.7633498783174
12.8,10.6,13.0,18.8,14.0,30.4,0.0,0.5,14.0,29.0,0.105,0.07,2.0,26.0,0.105,0.01,0.1,0.17,1.5,3.8,2.6,4.9,13.0,12.0,1.0,3.4,0.5,4.3,1.02,2.3,12.0553769922658
47.6,4.6,3.4,26.0,22.4,48.4,0.0,0.51,14.0,22.0,0.14,0.07,2.0,29.0,0.035,0.03,0.1,0.19,1.6,1.8,4.1,4.1,10.0,16.0,1.6,0.4,2.9,1.7,0.76,3.0,11.9513704547486
48.8,13.0,3.4,6.8,4.4,29.2,0.0,0.5,14.0,19.0,0.14,0.01,2.0,7.0,0.175,0.07,0.1,0.39,0.4,1.6,2.4,4.5,21.0,2.0,1.6,2.1,3.4,0.6,0.32,1.0,12.4462468353107
17.6,3.4,9.4,4.4,11.6,22.0,0.0,0.5,14.0,32.0,0.105,0.07,2.0,16.0,0.105,0.1,0.1,0.36,1.4,1.3,2.3,2.6,30.0,10.0,0.5,4.4,2.6,2.3,0.35,1.9,7.99034032790478
20.0,7.0,8.2,17.6,21.2,8.8,0.0,0.51,14.0,11.0,0.14,0.09,2.0,34.0,0.07,0.02,0.1,0.34,1.6,1.2,3.8,3.6,19.0,9.0,3.6,4.0,5.0,1.6,1.06,2.7,8.6544091620264
47.6,9.4,3.4,11.6,24.8,10.0,0.0,0.51,14.0,12.0,0.105,0.06,2.0,9.0,0.105,0.05,0.1,0.44,1.7,1.2,4.0,3.9,30.0,11.0,2.2,3.0,1.2,1.7,0.1,3.7,10.5448047449959
15.2,9.4,10.6,17.6,22.4,43.6,0.0,0.51,14.0,28.0,0.105,0.05,2.0,16.0,0.105,0.04,0.1,0.29,2.4,2.1,5.0,4.8,14.0,27.0,4.0,0.5,2.3,1.4,0.81,4.5,8.30690624054708
15.2,2.2,10.6,4.4,10.4,17.2,0.0,0.51,14.0,33.0,0.175,0.01,2.0,35.0,0.105,0.05,0.1,0.44,1.1,4.0,3.5,3.4,1.0,2.0,0.4,0.5,0.2,2.3,0.47,2.6,7.91428724971912
48.8,7.0,3.4,18.8,5.6,36.4,0.0,0.51,14.0,16.0,0.105,0.1,2.0,23.0,0.07,0.07,0.1,0.46,0.3,1.4,1.8,4.8,11.0,9.0,0.7,4.7,4.2,2.6,0.17,1.1,15.8233180636369
27.2,4.6,5.8,15.2,20.0,13.6,0.0,0.5,14.0,26.0,0.175,0.08,2.0,18.0,0.175,0.01,0.1,0.35,2.1,1.2,4.9,3.9,28.0,20.0,3.5,4.5,0.9,4.5,0.55,2.4,10.6194238100422
15.2,8.2,10.6,21.2,26.0,46.0,0.0,0.5,14.0,15.0,0.175,0.02,2.0,19.0,0.14,0.08,0.1,0.27,3.4,0.9,4.1,4.3,3.0,17.0,4.4,3.0,3.2,4.7,0.74,3.8,10.61009884033
47.6,13.0,3.4,12.8,22.4,14.8,0.0,0.5,14.0,26.0,0.14,0.06,2.0,15.0,0.105,0.06,0.1,0.37,2.5,3.0,4.8,2.7,25.0,30.0,3.5,1.2,0.2,2.9,0.23,2.3,20.0890798299304
47.6,5.8,3.4,18.8,15.2,18.4,0.0,0.5,14.0,32.0,0.14,0.03,2.0,23.0,0.105,0.01,0.1,0.31,1.2,1.9,4.6,5.0,2.0,11.0,3.1,3.2,2.7,3.2,0.42,3.2,9.560213553562
12.8,8.2,13.0,23.6,26.0,5.2,0.0,0.5,14.0,21.0,0.175,0.01,2.0,26.0,0.14,0.05,0.1,0.36,3.3,1.7,4.4,4.1,11.0,22.0,0.8,3.7,2.4,1.4,1.45,3.4,14.3403791265081
36.8,3.4,4.6,14.0,4.4,32.8,0.0,0.51,14.0,28.0,0.14,0.01,2.0,26.0,0.105,0.07,0.1,0.19,0.4,1.0,2.6,2.1,1.0,2.0,1.4,4.7,0.1,1.9,0.26,1.5,10.6584316938073
21.2,5.8,8.2,18.8,9.2,49.6,0.0,0.51,14.0,15.0,0.105,0.06,2.0,8.0,0.14,0.03,0.1,0.2,0.7,1.1,2.9,3.9,22.0,6.0,1.3,3.5,2.7,0.8,0.52,2.7,6.43545962301756
48.8,11.8,3.4,18.8,18.8,26.8,0.0,0.51,14.0,25.0,0.105,0.06,2.0,15.0,0.14,0.01,0.1,0.33,1.4,3.2,4.6,3.9,9.0,28.0,2.7,3.8,2.1,3.0,0.68,2.1,14.8291105667893
22.4,2.2,7.0,17.6,6.8,4.0,0.0,0.51,14.0,12.0,0.175,0.05,2.0,28.0,0.14,0.1,0.1,0.44,0.6,0.8,4.2,5.0,7.0,28.0,2.7,3.3,2.6,2.9,0.34,2.3,10.6311917209857
34.4,1.0,4.6,11.6,12.8,10.0,0.0,0.5,14.0,28.0,0.07,0.06,2.0,10.0,0.07,0.03,0.1,0.48,1.2,2.9,4.6,3.4,18.0,1.0,4.0,1.2,4.8,0.4,0.11,2.0,11.9954609066756
50.0,11.8,3.4,18.8,10.4,31.6,0.0,0.5,14.0,35.0,0.175,0.09,2.0,25.0,0.07,0.06,0.1,0.15,0.7,2.6,2.2,3.5,16.0,15.0,1.4,2.6,0.6,1.8,0.61,1.5,13.5542592350951
38.0,4.6,4.6,11.6,4.4,41.2,0.0,0.5,14.0,12.0,0.14,0.09,2.0,35.0,0.105,0.05,0.1,0.19,0.2,1.0,2.2,4.3,1.0,28.0,4.5,0.8,3.9,4.1,0.17,1.9,12.7666086250997
28.4,5.8,5.8,4.4,21.2,17.2,0.0,0.5,14.0,12.0,0.175,0.01,2.0,20.0,0.105,0.05,0.1,0.18,2.3,1.4,4.3,4.3,22.0,17.0,4.4,5.0,2.2,2.5,0.89,4.0,7.95097563482649
46.4,2.2,3.4,22.4,11.6,42.4,0.0,0.51,14.0,25.0,0.07,0.06,2.0,25.0,0.105,0.08,0.1,0.36,0.9,1.1,4.5,4.7,14.0,15.0,1.4,3.9,3.9,4.0,0.65,4.1,8.26774528021643
21.2,11.8,8.2,10.4,5.6,18.4,0.0,0.51,14.0,18.0,0.175,0.05,2.0,24.0,0.07,0.04,0.1,0.33,0.5,0.9,2.8,3.0,11.0,28.0,4.3,0.6,3.1,1.3,0.1,2.5,7.66952510441395
18.8,2.2,8.2,22.4,21.2,28.0,0.0,0.51,14.0,14.0,0.175,0.08,2.0,14.0,0.175,0.04,0.1,0.41,2.6,0.4,3.9,4.8,1.0,6.0,4.1,0.3,1.7,5.0,0.21,2.8,15.3418346878231
16.4,3.4,10.6,12.8,4.4,43.6,0.0,0.5,14.0,32.0,0.105,0.02,2.0,21.0,0.175,0.01,0.1,0.25,0.4,3.7,1.2,4.8,6.0,9.0,4.8,1.7,4.0,4.1,0.15,1.1,10.6398812679772
14.0,3.4,11.8,3.2,14.0,32.8,0.0,0.5,14.0,7.0,0.175,0.03,2.0,12.0,0.07,0.04,0.1,0.48,0.8,0.5,2.6,3.7,16.0,10.0,4.8,2.5,4.2,2.9,0.17,1.8,6.31878394302637
47.6,13.0,3.4,16.4,20.0,22.0,0.0,0.5,14.0,27.0,0.105,0.05,2.0,9.0,0.175,0.01,0.1,0.49,2.5,2.4,4.4,4.8,12.0,16.0,0.9,3.1,1.6,4.7,1.12,2.7,16.83627951459
35.6,1.0,4.6,2.0,10.4,44.8,0.0,0.51,14.0,27.0,0.175,0.02,2.0,23.0,0.14,0.05,0.1,0.22,1.1,3.3,5.0,4.9,26.0,3.0,0.4,2.3,3.1,4.4,0.87,3.4,6.32755332608853
29.6,8.2,5.8,14.0,6.8,37.6,0.0,0.5,14.0,17.0,0.105,0.05,2.0,25.0,0.105,0.03,0.1,0.49,0.6,1.9,3.4,4.7,2.0,3.0,3.6,4.0,1.1,0.5,0.45,1.2,11.7066635144368
47.6,8.2,3.4,4.4,9.2,11.2,0.0,0.51,14.0,17.0,0.105,0.04,2.0,20.0,0.035,0.02,0.1,0.41,0.6,1.9,4.1,4.6,8.0,26.0,2.7,0.9,2.2,3.1,0.52,1.3,13.1313741509477
28.4,9.4,5.8,14.0,22.4,8.8,0.0,0.51,14.0,32.0,0.07,0.07,2.0,23.0,0.175,0.03,0.1,0.22,1.3,1.4,4.9,4.3,0.0,13.0,2.3,2.2,4.4,4.7,1.09,2.8,6.82948453018458
28.4,9.4,5.8,14.0,22.4,8.8,0.0,0.51,14.0,32.0,0.07,0.07,2.0,23.0,0.175,0.03,0.1,0.22,1.3,1.4,4.9,4.3,0.0,13.0,2.3,2.2,4.4,4.7,1.09,2.8,6.82948453018458
28.4,9.4,5.8,14.0,22.4,8.8,0.0,0.51,14.0,32.0,0.07,0.07,2.0,23.0,0.175,0.03,0.1,0.22,1.3,1.4,4.9,4.3,0.0,13.0,2.3,2.2,4.4,4.7,1.09,2.8,6.82948453018458
14.0,1.0,11.8,5.6,20.0,13.6,0.0,0.51,14.0,33.0,0.175,0.09,2.0,16.0,0.035,0.03,0.1,0.14,2.4,1.8,4.5,4.1,1.0,0.0,2.8,1.8,3.2,4.2,1.05,1.9,9.26367214782081
15.2,11.8,10.6,20.0,12.8,14.8,0.0,0.5,14.0,29.0,0.105,0.08,2.0,6.0,0.14,0.05,0.1,0.27,1.3,0.4,3.6,4.5,14.0,11.0,1.8,3.4,5.0,4.8,0.3,1.3,13.6165931405634
35.6,5.8,4.6,16.4,20.0,5.2,0.0,0.5,14.0,28.0,0.175,0.01,2.0,23.0,0.035,0.02,0.1,0.07,1.5,0.6,3.6,4.5,3.0,19.0,2.2,2.2,2.3,3.9,0.49,2.7,11.857946880423
36.8,9.4,4.6,21.2,4.4,25.6,0.0,0.51,14.0,31.0,0.175,0.01,2.0,8.0,0.105,0.06,0.1,0.33,0.5,2.1,2.3,2.4,13.0,22.0,1.4,3.3,2.3,2.2,0.25,1.9,13.1514072427149
51.2,5.8,3.4,18.8,4.4,11.2,0.0,0.5,14.0,34.0,0.175,0.05,2.0,30.0,0.14,0.01,0.1,0.18,0.3,3.5,2.0,2.4,13.0,30.0,4.3,3.6,0.2,5.0,0.17,1.3,18.4064458759309
47.6,1.0,3.4,26.0,8.0,23.2,0.0,0.5,14.0,4.0,0.07,0.02,2.0,22.0,0.035,0.01,0.1,0.04,0.8,0.5,4.9,3.3,17.0,3.0,2.6,1.9,3.7,3.7,0.28,2.0,12.8785614772624
16.4,5.8,10.6,3.2,15.2,40.0,0.0,0.51,14.0,23.0,0.07,0.01,2.0,28.0,0.175,0.07,0.1,0.33,1.7,1.7,4.0,2.0,20.0,14.0,1.3,1.0,3.4,1.6,1.23,1.5,8.4727115151636
34.4,1.0,4.6,2.0,6.8,25.6,0.0,0.51,14.0,30.0,0.07,0.01,2.0,32.0,0.105,0.03,0.1,0.23,0.4,1.0,2.8,4.7,13.0,4.0,3.9,1.7,4.1,4.7,0.21,1.8,8.00001000469952
23.6,11.8,7.0,6.8,10.4,31.6,0.0,0.5,14.0,30.0,0.175,0.01,2.0,16.0,0.105,0.07,0.1,0.13,1.1,3.5,4.7,4.0,25.0,1.0,2.8,1.9,1.4,1.9,0.83,2.0,8.61965513011715
14.0,13.0,13.0,5.6,3.2,12.4,0.0,0.5,14.0,20.0,0.175,0.03,2.0,25.0,0.175,0.02,0.1,0.35,0.4,1.5,1.4,2.4,25.0,26.0,4.6,4.4,4.4,3.3,0.28,1.0,7.55314985191406
12.8,2.2,13.0,11.6,8.0,26.8,0.0,0.51,14.0,34.0,0.14,0.08,2.0,34.0,0.14,0.09,0.1,0.48,0.9,4.2,3.0,3.0,7.0,10.0,4.1,3.8,3.7,4.5,0.41,1.4,11.2571781357992
28.4,11.8,5.8,23.6,10.4,4.0,0.0,0.51,14.0,32.0,0.14,0.07,2.0,24.0,0.14,0.08,0.1,0.29,0.7,2.9,4.6,4.2,17.0,7.0,0.2,1.1,3.4,3.9,0.63,1.1,15.8915970529731
35.6,5.8,4.6,12.8,24.8,13.6,0.0,0.5,14.0,11.0,0.175,0.02,2.0,19.0,0.105,0.09,0.1,0.36,1.7,1.3,4.4,4.5,22.0,7.0,3.4,4.3,2.3,4.1,0.27,3.6,8.94310279062494
20.0,8.2,8.2,17.6,14.0,49.6,0.0,0.51,14.0,24.0,0.14,0.1,2.0,33.0,0.175,0.07,0.1,0.27,1.5,2.0,3.4,2.3,16.0,23.0,3.2,1.8,3.7,4.7,0.42,2.1,11.3828662538789
36.8,9.4,4.6,8.0,22.4,34.0,0.0,0.5,14.0,34.0,0.175,0.06,2.0,24.0,0.175,0.05,0.1,0.49,2.4,3.8,4.0,4.7,17.0,4.0,1.4,1.6,0.1,1.0,1.36,3.1,14.0902405372999
24.8,11.8,7.0,21.2,11.6,41.2,0.0,0.51,14.0,26.0,0.105,0.04,2.0,8.0,0.175,0.02,0.1,0.29,0.9,3.4,4.7,3.0,10.0,26.0,4.5,1.0,2.4,1.6,0.55,2.1,12.5342199163973
36.8,9.4,4.6,8.0,22.4,26.8,0.0,0.5,14.0,35.0,0.175,0.09,2.0,24.0,0.105,0.07,0.1,0.16,3.0,3.2,4.7,3.7,23.0,16.0,2.6,4.7,2.7,4.5,0.56,2.8,16.2626797084832
29.6,3.4,5.8,10.4,18.8,37.6,0.0,0.5,14.0,23.0,0.14,0.03,2.0,34.0,0.14,0.1,0.1,0.3,2.0,2.7,4.9,2.8,11.0,16.0,0.6,0.2,1.3,4.4,0.71,1.1,15.2808292019727
14.0,1.0,11.8,10.4,8.0,6.4,0.0,0.51,14.0,19.0,0.14,0.05,2.0,12.0,0.105,0.1,0.1,0.19,1.0,0.7,2.5,3.4,25.0,16.0,1.3,3.5,4.4,4.3,0.46,1.7,6.67469776175191
12.8,13.0,13.0,18.8,6.8,12.4,0.0,0.51,14.0,19.0,0.14,0.09,2.0,26.0,0.105,0.05,0.1,0.18,0.6,0.7,4.0,4.7,18.0,29.0,3.7,2.6,2.0,5.0,0.14,1.1,10.539148269967
23.6,13.0,7.0,23.6,6.8,11.2,0.0,0.51,14.0,35.0,0.175,0.03,2.0,11.0,0.07,0.04,0.1,0.27,0.6,2.4,2.2,3.3,5.0,15.0,1.7,3.9,0.1,1.7,0.37,1.5,12.786397580752
12.8,4.6,13.0,10.4,21.2,37.6,0.0,0.51,14.0,15.0,0.175,0.03,2.0,35.0,0.07,0.07,0.1,0.42,2.2,0.3,4.8,4.8,13.0,14.0,2.4,5.0,4.1,3.1,0.1,3.9,10.2468494775706
28.4,10.6,5.8,16.4,8.0,10.0,0.0,0.51,14.0,25.0,0.035,0.02,2.0,20.0,0.07,0.05,0.1,0.38,0.7,2.6,4.8,3.2,19.0,22.0,4.4,3.5,1.9,4.4,0.2,2.7,12.4546273265335
20.0,11.8,8.2,23.6,15.2,6.4,0.0,0.51,14.0,15.0,0.14,0.03,2.0,18.0,0.175,0.06,0.1,0.43,1.2,1.9,3.4,4.3,1.0,15.0,1.4,3.2,0.1,2.2,0.74,2.1,10.8027194563088
46.4,1.0,3.4,10.4,14.0,37.6,0.0,0.5,14.0,20.0,0.175,0.05,2.0,34.0,0.14,0.03,0.1,0.2,1.0,1.5,4.8,4.7,18.0,7.0,2.0,3.6,4.1,0.5,0.78,3.1,7.06344229562015
27.2,1.0,5.8,12.8,5.6,20.8,0.0,0.5,14.0,21.0,0.175,0.02,2.0,3.0,0.14,0.05,0.1,0.48,0.6,0.9,2.9,1.6,28.0,0.0,2.2,0.4,1.4,4.4,0.34,1.3,9.72641373577546
27.2,10.6,5.8,23.6,20.0,32.8,0.0,0.51,14.0,32.0,0.175,0.08,2.0,8.0,0.07,0.02,0.1,0.37,1.2,3.6,5.0,4.3,14.0,5.0,3.6,3.4,1.8,0.7,0.62,2.8,12.5944255360467
16.4,9.4,10.6,24.8,22.4,13.6,0.0,0.5,14.0,31.0,0.07,0.06,2.0,12.0,0.105,0.08,0.1,0.41,1.5,3.3,4.5,4.5,17.0,2.0,4.9,0.5,1.7,3.1,0.39,3.3,11.2699973381235
48.8,1.0,3.4,12.8,14.0,11.2,0.0,0.51,14.0,35.0,0.105,0.08,2.0,11.0,0.035,0.01,0.1,0.33,1.8,3.1,3.4,4.6,7.0,28.0,0.7,4.3,2.6,1.2,0.18,1.3,20.3808517642002
47.6,5.8,3.4,8.0,22.4,13.6,0.0,0.5,14.0,31.0,0.175,0.07,2.0,13.0,0.105,0.05,0.1,0.18,1.3,3.5,4.6,3.5,17.0,2.0,4.9,2.5,0.4,1.9,1.02,2.6,10.3871389275118
17.6,3.4,9.4,21.2,8.0,14.8,0.0,0.5,14.0,32.0,0.14,0.07,2.0,32.0,0.105,0.02,0.1,0.17,0.9,3.7,3.6,4.4,17.0,11.0,4.5,0.6,4.4,4.7,0.68,2.0,11.1837229780608
33.2,2.2,4.6,11.6,17.6,42.4,0.0,0.51,14.0,31.0,0.175,0.07,2.0,13.0,0.175,0.03,0.1,0.29,1.5,1.4,4.8,4.2,14.0,25.0,0.3,1.0,4.0,2.9,0.18,2.1,9.79533187628026
38.0,9.4,4.6,24.8,26.0,52.0,0.0,0.51,14.0,13.0,0.105,0.01,2.0,22.0,0.175,0.05,0.1,0.38,2.0,1.7,4.6,4.4,21.0,15.0,3.5,2.6,1.1,0.7,0.65,4.3,10.030037114813
47.6,2.2,3.4,22.4,23.6,20.8,0.0,0.5,14.0,34.0,0.105,0.05,2.0,32.0,0.07,0.03,0.1,0.24,2.5,1.5,4.2,4.8,24.0,7.0,1.4,4.9,2.5,2.4,0.62,3.7,13.4047436380164
36.8,11.8,4.6,17.6,16.4,30.4,0.0,0.51,14.0,29.0,0.175,0.06,2.0,25.0,0.035,0.02,0.1,0.26,0.7,2.2,4.0,2.9,12.0,14.0,0.2,2.7,2.6,4.1,0.38,1.5,13.5523893465274
48.8,4.6,3.4,12.8,6.8,10.0,0.0,0.51,14.0,28.0,0.14,0.01,2.0,28.0,0.175,0.1,0.1,0.32,0.8,3.2,3.8,1.5,7.0,19.0,4.9,2.7,0.7,2.8,0.33,1.1,15.5217553582112
50.0,4.6,3.4,22.4,12.8,25.6,0.0,0.51,14.0,31.0,0.14,0.09,2.0,16.0,0.175,0.06,0.1,0.44,0.8,1.4,4.2,4.9,14.0,30.0,2.6,3.3,2.1,1.3,0.68,1.9,11.7122734583553
14.0,10.6,11.8,18.8,14.0,50.8,0.0,0.5,14.0,25.0,0.105,0.08,2.0,7.0,0.14,0.04,0.1,0.5,1.4,3.3,4.4,4.1,13.0,18.0,3.8,3.1,3.0,3.1,0.47,1.9,12.446449279792
39.2,11.8,4.6,9.2,6.8,11.2,0.0,0.51,14.0,30.0,0.14,0.06,2.0,32.0,0.07,0.06,0.1,0.28,0.7,2.6,3.9,2.7,29.0,22.0,4.4,0.1,2.3,4.3,0.13,1.4,12.6179088333749
47.6,4.6,3.4,6.8,20.0,38.8,0.0,0.51,14.0,34.0,0.07,0.06,2.0,19.0,0.105,0.04,0.1,0.33,1.3,2.0,4.9,4.2,5.0,8.0,1.3,4.6,1.7,1.4,0.71,3.8,7.13318576850411
29.6,7.0,5.8,24.8,5.6,34.0,0.0,0.5,14.0,29.0,0.14,0.03,2.0,19.0,0.175,0.04,0.1,0.29,0.7,2.7,3.5,2.7,8.0,1.0,3.4,3.9,1.4,0.4,0.26,1.0,16.1804388642699
17.6,7.0,9.4,24.8,14.0,28.0,0.0,0.51,14.0,32.0,0.105,0.04,2.0,21.0,0.14,0.07,0.1,0.46,1.6,4.0,4.5,2.9,0.0,0.0,1.4,0.9,1.8,4.8,1.44,1.4,16.9349348921086
52.4,9.4,3.4,2.0,3.2,8.8,0.0,0.51,14.0,25.0,0.14,0.01,2.0,7.0,0.175,0.01,0.1,0.5,0.4,2.5,2.1,3.2,16.0,21.0,0.9,3.0,4.3,0.3,0.23,1.0,13.3811404559334
50.0,13.0,3.4,11.6,6.8,49.6,0.0,0.5,14.0,27.0,0.14,0.06,2.0,23.0,0.035,0.03,0.1,0.25,0.4,2.2,1.6,2.7,19.0,2.0,3.0,4.2,2.0,3.5,0.29,1.2,13.206469499548
14.0,8.2,13.0,16.4,5.6,35.2,0.0,0.5,14.0,24.0,0.14,0.02,2.0,11.0,0.105,0.04,0.1,0.15,0.3,2.7,3.7,2.9,15.0,29.0,2.7,2.5,1.9,4.1,0.27,1.2,14.3619845057854
38.0,13.0,4.6,18.8,6.8,37.6,0.0,0.51,14.0,25.0,0.14,0.04,2.0,7.0,0.105,0.1,0.1,0.16,0.9,2.2,2.2,3.9,13.0,10.0,1.2,0.2,0.9,0.4,0.14,1.7,12.8342401178881
23.6,3.4,7.0,4.4,21.2,6.4,0.0,0.5,14.0,27.0,0.175,0.1,2.0,23.0,0.175,0.07,0.1,0.25,1.4,0.8,3.7,3.2,12.0,13.0,3.1,1.7,5.0,3.5,0.7,2.8,6.19139594344618
